Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-11,81898684416,2130100
IWF,2026-08-11,121217597440,5023995
IWN,2026-08-11,14290253824,670093
EFA,2026-08-11,77978091520,12830527
SCZ,2026-08-11,13203007488,1539798
EEM,2026-08-11,29159098368,28316614
TIP,2026-08-11,14603292672,2009388
SHY,2026-08-11,25080700928,3479574
TLT,2026-08-11,41543831552,27717075
LQD,2026-08-11,33045540864,28234835
HYG,2026-08-11,17113127936,33235356
BWX,2026-08-11,1302304896,504050
EMB,2026-08-11,14607219712,6232780
BIZD,2026-08-11,1567428480,3223514
BKLN,2026-08-11,6743276032,8233230
USO,2026-08-11,1989134080,6733775
DBA,2026-08-11,1208748160,1119908
GLD,2026-08-11,130322653184,7355498
