Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-20,69788860416,3730062
IWF,2026-04-20,111773540352,3230781
IWN,2026-04-20,12460733440,815160
EFA,2026-04-20,71451205632,23618978
SCZ,2026-04-20,13434171392,1990349
EEM,2026-04-20,24905633792,45042116
TIP,2026-04-20,13898044416,2799095
SHY,2026-04-20,24748150784,5478831
TLT,2026-04-20,42618560512,38429606
LQD,2026-04-20,28883736576,42217516
HYG,2026-04-20,16378809344,54353868
BWX,2026-04-20,1499591552,1071783
EMB,2026-04-20,14120442880,11276783
BIZD,2026-04-20,1460942464,4255165
BKLN,2026-04-20,6260340224,23936513
USO,2026-04-20,2644515072,33913726
DBA,2026-04-20,1182587904,1180509
GLD,2026-04-20,155110817792,17912029
