Ticker,Date,AUM_USD,AvgVolume
IWD,2026-02-09,68495839232,4318219
IWF,2026-02-09,119848017920,2054650
IWN,2026-02-09,12436412416,825203
IWO,2026-02-09,13323751424,502424
EFA,2026-02-09,74337837056,19739514
SCZ,2026-02-09,13580291072,1006163
EEM,2026-02-09,26953179136,32338149
TIP,2026-02-09,13832998912,2843729
SHY,2026-02-09,24251971584,4189018
TLT,2026-02-09,45213560832,35395865
LQD,2026-02-09,28512378880,29923149
HYG,2026-02-09,18062870528,37555126
BWX,2026-02-09,1568175488,767947
EMB,2026-02-09,16872182784,7697829
BIZD,2026-02-09,1589301376,2467059
BKLN,2026-02-09,7551427072,12477580
RWR,2026-02-09,1671494144,316039
USO,2026-02-09,1042921600,5803729
DBA,2026-02-09,728439872,241585
DBB,2026-02-09,283255584,353563
GLD,2026-02-09,174068531200,17137406
