Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-29,75561271296,2389287
IWF,2026-06-29,132278181888,6057714
IWN,2026-06-29,13999538176,790908
EFA,2026-06-29,77424812032,15342480
SCZ,2026-06-29,14869699584,1479417
EEM,2026-06-29,30325661696,30881737
TIP,2026-06-29,15087474688,2039129
SHY,2026-06-29,25434476544,3746808
TLT,2026-06-29,42895949824,24987864
LQD,2026-06-29,29782712320,28784322
HYG,2026-06-29,16106322944,39455432
BWX,2026-06-29,1480568064,541620
EMB,2026-06-29,14162584576,6951774
BIZD,2026-06-29,1570142976,3555366
BKLN,2026-06-29,7154355712,10353933
USO,2026-06-29,1705716992,15049466
DBA,2026-06-29,1365882880,1571050
GLD,2026-06-29,150367518720,7551820
