Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-10,81898684416,2137150
IWF,2026-08-10,121217597440,5054511
IWN,2026-08-10,14290253824,669082
EFA,2026-08-10,77978091520,12890238
SCZ,2026-08-10,13203007488,1527087
EEM,2026-08-10,29159098368,28245080
TIP,2026-08-10,14603292672,2019319
SHY,2026-08-10,25080700928,3480619
TLT,2026-08-10,41543831552,27410690
LQD,2026-08-10,33045540864,28186916
HYG,2026-08-10,17113127936,33301048
BWX,2026-08-10,1302304896,519320
EMB,2026-08-10,14607219712,6214301
BIZD,2026-08-10,1567428480,3256672
BKLN,2026-08-10,6743276032,8326135
USO,2026-08-10,1989134080,6751240
DBA,2026-08-10,1208748160,1138672
GLD,2026-08-10,130322653184,7267998
