timestamp_utc,equity,gross_exposure,dry_run,n_orders
2026-07-21T22:26:58.047628+00:00,95192.24,0.9081284619998435,False,4
2026-07-22T22:33:14.240283+00:00,95498.9,0.9103769918964236,False,6
2026-07-23T22:31:12.338898+00:00,95335.48,0.9100658182397506,False,2
2026-07-24T22:34:22.930597+00:00,95042.65,0.9096992049827674,False,0
2026-07-27T22:33:41.833148+00:00,94597.4,0.9082864871787228,False,0
2026-07-28T22:33:42.561806+00:00,94478.88,0.9092352308628757,False,4
2026-07-29T22:28:18.410526+00:00,94285.38,0.911246810143886,False,3
2026-07-30T22:35:32.662045+00:00,94776.23,0.9132058142738599,False,4
2026-07-31T22:32:29.100049+00:00,94690.29,0.9143728093643514,False,2
2026-08-03T22:33:13.866358+00:00,94455.77,0.9168003445887184,False,0
2026-08-04T22:35:41.058409+00:00,94713.09,0.9232217469568729,False,1
2026-08-05T22:34:30.746926+00:00,95100.12,0.9313628277798173,False,0
2026-08-07T01:03:24.832087+00:00,95086.18,0.933736304471784,False,0
2026-08-07T22:05:57.354141+00:00,95722.67,0.9287773318249221,False,0
2026-08-10T22:06:32.870152+00:00,96195.2,0.9261271628791465,False,4
