Date,BIZD,BKLN,BWX,DBA,DBB,EEM,EFA,EMB,GLD,HYG,IWD,IWF,IWN,IWO,LQD,RWR,SCZ,SHY,TIP,TLT,USO
2005-01-03,,,,,,14.562675476074219,28.951866149902344,,43.02000045776367,,40.66413497924805,38.591209411621094,42.24522018432617,56.88043212890625,48.06218338012695,28.31976318359375,,54.72550964355469,55.21247482299805,44.8871955871582,
2005-01-04,,,,,,14.114313125610352,28.396848678588867,,42.7400016784668,,40.329715728759766,38.05221176147461,41.48095703125,55.439117431640625,47.79243469238281,27.915557861328125,,54.604583740234375,54.83147430419922,44.416831970214844,
2005-01-05,,,,,,13.9415283203125,28.3786563873291,,42.66999816894531,,40.075782775878906,37.798614501953125,40.65244674682617,54.47825241088867,47.83095932006836,26.855497360229492,,54.6180305480957,54.76882553100586,44.654544830322266,
2005-01-06,,,,,,13.93205451965332,28.3786563873291,,42.150001525878906,,40.280181884765625,38.05221176147461,40.75656509399414,54.74421310424805,47.86519241333008,27.113252639770508,,54.64488983154297,54.857574462890625,44.684871673583984,
2005-01-07,,,,,,13.959031105041504,28.251277923583984,,41.84000015258789,,40.131534576416016,38.0443000793457,40.317928314208984,54.14366149902344,47.84383773803711,27.056812286376953,,54.651588439941406,54.716644287109375,44.78606414794922,
2005-01-10,,,,,,13.976526260375977,28.3786563873291,,41.95000076293945,,40.29255676269531,38.28208541870117,40.72111511230469,54.684173583984375,47.76245880126953,26.948530197143555,,54.6180305480957,54.753150939941406,44.85689163208008,
2005-01-11,,,,,,13.950278282165527,28.324064254760742,,42.209999084472656,,40.03862380981445,38.020545959472656,40.35116195678711,54.066444396972656,47.873779296875,26.684656143188477,,54.631465911865234,54.80538558959961,45.119903564453125,
2005-01-12,,,,,,14.121599197387695,28.551525115966797,,42.599998474121094,,40.131534576416016,38.18695068359375,40.4286994934082,54.14366149902344,47.920902252197266,26.54738426208496,,54.63819885253906,54.99850845336914,45.18061828613281,
2005-01-13,,,,,,14.063278198242188,28.30586814880371,,42.599998474121094,,39.93953323364258,37.77483367919922,40.22932815551758,54.08361053466797,48.0493278503418,26.667877197265625,,54.70534896850586,55.13943099975586,45.615631103515625,
2005-01-14,,,,,,14.314800262451172,28.442340850830078,,42.31999969482422,,40.17487716674805,37.988826751708984,40.66352844238281,54.74421310424805,48.105003356933594,26.933286666870117,,54.678524017333984,55.144657135009766,45.61057662963867,
2005-01-18,,,,,,14.289284706115723,28.46418571472168,,42.31999969482422,,40.5836067199707,38.22660827636719,41.13535690307617,55.47344970703125,48.130699157714844,27.264265060424805,,54.658329010009766,55.144657135009766,45.76232147216797,
2005-01-19,,,,,,14.092440605163574,28.169384002685547,,42.2599983215332,,40.255393981933594,37.814449310302734,40.66130828857422,54.58120346069336,48.2034912109375,27.37102699279785,,54.665035247802734,55.092430114746094,45.89386749267578,
2005-01-20,,,,,,13.917469024658203,27.981958389282227,,42.25,,40.02005386352539,37.592529296875,40.36667251586914,54.117919921875,48.11784744262695,27.12240982055664,,54.71207809448242,55.11853790283203,45.98490524291992,
2005-01-21,,,,,,14.10701847076416,28.09295082092285,,42.7400016784668,,39.83426284790039,37.19623947143555,40.3068733215332,54.01496124267578,48.22486114501953,27.0736083984375,,54.765872955322266,55.19683074951172,46.03546142578125,
2005-01-24,,,,,,14.085156440734863,28.142087936401367,,42.77000045776367,,39.883811950683594,36.998077392578125,40.05875778198242,53.27715301513672,48.310508728027344,26.927173614501953,,54.732269287109375,55.29078674316406,46.23274612426758,
2005-01-25,,,,,,14.212735176086426,28.151193618774414,,42.2400016784668,,39.92097091674805,37.243804931640625,40.11857604980469,53.448726654052734,48.14779281616211,26.31096076965332,,54.71207809448242,54.93585205078125,45.7977409362793,
2005-01-26,,,,,,14.42050552368164,28.49148178100586,,42.689998626708984,,39.99527359008789,37.39440155029297,40.55496597290039,54.512569427490234,48.16493606567383,26.265207290649414,,54.69194793701172,55.00372314453125,45.883697509765625,
2005-01-27,,,,,,14.434370040893555,28.533323287963867,,42.619998931884766,,40.026248931884766,37.457786560058594,40.727760314941406,54.735618591308594,48.06218338012695,26.137083053588867,,54.678524017333984,54.988014221191406,45.7977409362793,
2005-01-28,,,,,,14.447484970092773,28.469640731811523,,42.689998626708984,,39.95812225341797,37.338905334472656,40.6236457824707,54.50399398803711,48.340484619140625,26.175214767456055,,54.70534896850586,55.202049255371094,46.258060455322266,
2005-01-31,,,,,,14.637768745422363,28.60611343383789,,42.220001220703125,,40.38544845581055,37.632164001464844,41.08220672607422,55.25038528442383,48.340484619140625,26.158443450927734,,54.698638916015625,55.23337936401367,46.38951873779297,
2005-02-01,,,,,,14.763163566589355,28.784446716308594,,42.099998474121094,,40.73845291137695,37.79066848754883,41.32587432861328,55.63644027709961,48.3305778503418,26.219453811645508,,54.71277618408203,55.14036178588867,46.31593704223633,
2005-02-02,,,,,,14.80982494354248,28.824485778808594,,42.15999984741211,,40.899478912353516,37.9412727355957,41.636024475097656,56.00535202026367,48.287635803222656,26.516881942749023,,54.692596435546875,55.046234130859375,46.42258834838867,
2005-02-03,,,,,,14.794514656066895,28.667987823486328,,41.68000030517578,,40.83134841918945,37.73518753051758,41.485374450683594,55.7908821105957,48.347774505615234,26.696857452392578,,54.658939361572266,54.9521484375,46.39717483520508,
2005-02-04,,,,,,15.025617599487305,28.81538963317871,,41.470001220703125,,41.28963851928711,38.17905807495117,41.95945358276367,56.46864318847656,48.50249481201172,27.049192428588867,,54.71277618408203,55.3076286315918,47.0419921875,
2005-02-07,,,,,,15.073005676269531,28.633413314819336,,41.27000045776367,,41.20294189453125,38.123558044433594,41.897422790527344,56.580169677734375,48.519691467285156,26.975984573364258,,54.69933319091797,55.49058151245117,47.39236068725586,
2005-02-08,,,,,,15.102167129516602,28.633413314819336,,41.2599983215332,,41.302040100097656,38.234535217285156,41.92401885986328,56.56299591064453,48.6959228515625,26.974464416503906,,54.67912292480469,55.76240539550781,47.66142272949219,
2005-02-09,,,,,,15.053322792053223,28.56062889099121,,41.310001373291016,,41.04190444946289,37.74312210083008,41.27936553955078,55.216060638427734,48.867835998535156,27.239850997924805,,54.780120849609375,56.06562042236328,47.788330078125,
2005-02-10,,,,,,15.126225471496582,28.857234954833984,,41.75,,41.2834587097168,37.90163040161133,41.38126754760742,55.336181640625,48.6959228515625,27.332889556884766,,54.73973083496094,55.74147033691406,47.143577575683594,
2005-02-11,,,,,,15.273492813110352,29.05741310119629,,42.08000183105469,,41.50639724731445,38.17905807495117,41.92401885986328,56.262760162353516,48.554054260253906,27.473234176635742,,54.71277618408203,55.767642974853516,47.11308288574219,
2005-02-14,,,,,,15.38284969329834,29.283063888549805,,42.54999923706055,,41.53116989135742,38.24244689941406,41.93952560424805,56.22841262817383,48.63570785522461,27.497623443603516,,54.6858024597168,55.97672653198242,47.26028823852539,
2005-02-15,,,,,,15.419306755065918,29.479591369628906,,42.58000183105469,,41.69219207763672,38.40889358520508,41.93729782104492,56.219852447509766,48.56269836425781,27.567794799804688,,54.692596435546875,55.683929443359375,47.02169418334961,
2005-02-16,,,,,,15.371912002563477,29.219364166259766,,42.52000045776367,,41.73554992675781,38.31379318237305,42.105655670166016,56.52012252807617,48.3305778503418,27.593734741210938,,54.665645599365234,55.537635803222656,46.84398651123047,
2005-02-17,,,,,,15.346397399902344,29.279415130615234,,42.72999954223633,,41.475440979003906,38.05221176147461,41.73569869995117,55.7908821105957,48.223121643066406,27.775232315063477,,54.692596435546875,55.46967697143555,46.54949188232422,
2005-02-18,,,,,,15.535226821899414,29.425006866455078,,42.75,,41.475440979003906,38.10771942138672,41.59172439575195,55.67934799194336,48.14152145385742,27.56473159790039,,54.6185302734375,55.412193298339844,46.13313293457031,
2005-02-22,,,,,,15.478361129760742,29.355846405029297,,43.56999969482422,,40.77561569213867,37.49739456176758,40.8052864074707,54.64985656738281,48.098541259765625,26.799049377441406,,54.63874053955078,55.25532531738281,45.93002700805664,
2005-02-23,,,,,,15.549802780151367,29.370405197143555,,43.41999816894531,,41.19675064086914,37.648014068603516,40.993587493896484,54.915802001953125,48.16728210449219,26.692283630371094,,54.6319694519043,55.37556838989258,46.082374572753906,
2005-02-24,,,,,,15.791116714477539,29.4158878326416,,43.33000183105469,,41.48782730102539,37.98088836669922,41.383480072021484,55.50775909423828,48.07270050048828,26.63279914855957,,54.6185302734375,55.25532531738281,45.98080062866211,
2005-02-25,,,,,,16.082006454467773,29.758010864257812,,43.5,,41.93372344970703,38.234535217285156,42.16767501831055,56.382850646972656,48.1586799621582,26.99734115600586,,54.59157943725586,55.22920608520508,46.20423126220703,
